1681324376676148992,0.01413,0.00625,-0.00256,0.99995,-0.00608,0.00341,0.00668,
1681324376757625856,0.02451,0.00569,-0.00216,0.99976,-0.00703,0.00826,0.01910,
1681324376879839744,0.03740,0.00524,-0.00174,0.99952,-0.00774,0.01425,0.02639,
1681324377083529728,0.05589,-0.00562,-0.00126,0.99917,-0.00330,0.02250,0.03392,
1681324377287219712,0.07254,-0.01606,0.00049,0.99910,0.00182,0.03021,0.02982,
1681324377653862656,0.06812,-0.03933,0.00223,0.99874,0.01334,0.02797,0.03938,
1681324377776076800,0.06390,-0.04800,0.00288,0.99840,0.01742,0.02531,0.04739,
1681324377898290944,0.05636,-0.05346,0.00307,0.99870,0.02027,0.02162,0.04153,
1681324377979766784,0.04953,-0.05425,0.00284,0.99900,0.02102,0.01842,0.03483,
1681324378264933888,0.03456,-0.05806,0.00191,0.99919,0.02313,0.01106,0.03115,
1681324378876004864,0.02607,-0.05709,0.00024,0.99940,0.02336,0.00581,0.02484,
1681324383275716864,0.01393,-0.05821,-0.00206,0.99926,0.02408,-0.00380,0.02969,
1681324385638524672,0.00056,-0.05439,-0.00467,0.99922,0.02083,-0.01074,0.03164,
1681324386331071488,-0.01166,-0.05604,-0.00621,0.99921,0.02109,-0.01628,0.02947,
1681324387756903936,-0.02470,-0.05702,-0.00993,0.99883,0.02024,-0.02283,0.03744,
1681324388530926848,-0.01208,-0.04310,-0.00771,0.99894,0.01299,-0.01618,0.04108,
1681324389223473664,-0.00124,-0.05320,-0.00696,0.99912,0.01854,-0.01029,0.03629,
1681324389753067776,0.00618,-0.06790,-0.00580,0.99918,0.02554,-0.00564,0.03106,
1681324389916020992,0.00531,-0.07086,-0.00560,0.99945,0.02761,-0.00490,0.01761,
1681324390038234624,0.00346,-0.06358,-0.00565,0.99966,0.02439,-0.00563,0.00717,
1681324390323401728,0.00186,-0.04809,-0.00619,0.99973,0.01589,-0.00637,0.01584,
1681324390730781696,-0.01042,-0.05200,-0.00865,0.99957,0.01727,-0.01293,0.02007,
1681324391219638784,-0.00236,-0.06230,-0.00739,0.99966,0.02375,-0.00874,0.00641,
1681324391423329792,-0.00824,-0.05137,-0.00473,0.99969,0.02011,-0.01266,-0.00788,
1681324391627019520,-0.00642,-0.03553,0.08052,0.99981,0.01447,0.01099,0.00725,
1681324391830710016,-0.00712,-0.03273,0.20389,0.99905,0.03133,0.02864,0.01014,
1681324391912185856,-0.01208,-0.03538,0.24929,0.99850,0.04455,0.02928,0.01288,
1681324391993661952,-0.01369,-0.03554,0.30606,0.99755,0.05579,0.04086,0.01064,
1681324392115875840,-0.00852,-0.03238,0.41077,0.99527,0.06576,0.06849,0.02036,
1681324392238089728,-0.00567,-0.02423,0.50743,0.99305,0.07624,0.08289,0.03427,
1681324392319565824,-0.00453,-0.01240,0.55587,0.99190,0.08444,0.08682,0.03835,
1681324392441780736,0.00246,0.01312,0.60364,0.99092,0.08525,0.09469,0.04302,
1681324392604732672,0.01609,0.04963,0.63018,0.99036,0.07389,0.10996,0.04044,
1681324392726946816,0.02511,0.07046,0.62218,0.99139,0.06429,0.10490,0.04491,
1681324392808422912,0.02824,0.07999,0.61039,0.99219,0.05926,0.09533,0.05435,
1681324392889899008,0.03328,0.08658,0.60240,0.99126,0.05711,0.09147,0.07604,
1681324393012112640,0.04499,0.09470,0.60469,0.98652,0.06652,0.09244,0.11750,
1681324393134327808,0.05396,0.10350,0.61295,0.98189,0.08889,0.08584,0.14362,
1681324393215803904,0.05765,0.11792,0.62241,0.98156,0.09103,0.07632,0.14977,
1681324393338018048,0.06033,0.16022,0.63412,0.98752,0.08373,0.06072,0.11880,
1681324393419493888,0.06469,0.19336,0.63645,0.98963,0.08613,0.05126,0.10293,
1681324393623183616,0.08273,0.28143,0.65639,0.99277,0.07532,0.05570,0.07498,
1681324393704660992,0.09664,0.31523,0.66755,0.99426,0.06200,0.06542,0.05757,
1681324393786136832,0.11342,0.34270,0.67259,0.99504,0.04750,0.07128,0.05057,
1681324393908350720,0.14142,0.37566,0.66762,0.99578,0.03104,0.06977,0.05081,
1681324394030564864,0.17547,0.40416,0.66065,0.99686,0.01991,0.06579,0.03920,
1681324394112040704,0.20468,0.41843,0.65900,0.99753,0.01902,0.05850,0.03384,
1681324394234254848,0.24854,0.42364,0.66459,0.99766,0.04187,0.03176,0.04383,
1681324394315730688,0.27062,0.41757,0.67080,0.99619,0.06851,0.01237,0.05259,
1681324394397207808,0.28868,0.41735,0.67756,0.99529,0.09073,0.00272,0.03398,
1681324394519421696,0.31837,0.43249,0.68134,0.99401,0.10734,-0.01146,-0.01687,
1681324394600897280,0.34305,0.44699,0.68209,0.99361,0.10595,-0.01570,-0.03563,
1681324394682373888,0.36966,0.46148,0.68312,0.99411,0.09960,-0.01445,-0.04015,
1681324394804587776,0.40873,0.48157,0.68714,0.99549,0.08262,-0.01616,-0.04370,
1681324394926801920,0.44751,0.48945,0.68396,0.99714,0.06504,-0.02439,-0.02974,
1681324395008277760,0.47521,0.48464,0.67328,0.99802,0.05498,-0.02983,-0.00606,
1681324395130491648,0.52109,0.47062,0.65301,0.99849,0.04413,-0.03258,-0.00077,
1681324395211969024,0.55156,0.45788,0.64363,0.99876,0.03657,-0.03277,-0.00784,
1681324395293444864,0.58068,0.44368,0.63910,0.99874,0.03159,-0.03858,-0.00559,
1681324395415658752,0.62677,0.42436,0.64466,0.99861,0.02436,-0.04625,-0.00727,
1681324395497134592,0.66164,0.41440,0.65355,0.99864,0.01991,-0.04462,-0.01839,
1681324395578610944,0.70594,0.40191,0.66354,0.99909,0.01819,-0.03243,-0.02109,
1681324395700824832,0.77822,0.38263,0.66696,0.99920,0.02398,-0.01194,-0.02985,
1681324395823039744,0.84793,0.36765,0.65255,0.99755,0.02742,-0.01099,-0.06335,
1681324395904515840,0.88937,0.35588,0.64358,0.99594,0.02430,-0.01046,-0.08604,
1681324396026729472,0.95133,0.33312,0.63412,0.99500,0.01341,-0.00251,-0.09893,
1681324396108205568,0.99302,0.31171,0.62776,0.99466,0.01701,0.00075,-0.10179,
1681324396189682944,1.03386,0.28499,0.61945,0.99391,0.02034,0.00282,-0.10826,
1681324396311896832,1.08893,0.24253,0.60193,0.99018,0.01878,-0.00110,-0.13849,
1681324396393372672,1.12405,0.21063,0.58864,0.98643,0.02321,-0.01592,-0.16175,
1681324396474849024,1.15700,0.18028,0.58251,0.98398,0.02792,-0.02029,-0.17492,
1681324396597062912,1.20885,0.13866,0.58630,0.98250,0.03469,-0.01471,-0.18240,
1681324396719277824,1.26751,0.10040,0.58590,0.98097,0.04604,-0.00395,-0.18859,
1681324396800753920,1.31076,0.07364,0.57454,0.98076,0.05909,0.00093,-0.18608,
