1681324375209578752,-0.05547,-0.01404,-0.00714,0.99901,0.00938,-0.02896,-0.03255,-0.03633,-0.01283,-0.00492,
1681324375291054848,-0.05907,-0.02187,-0.00771,0.99898,0.01041,-0.03061,-0.03157,-0.04232,-0.00831,-0.00590,
1681324375413268480,-0.06419,-0.02294,-0.00881,0.99886,0.01093,-0.03317,-0.03240,-0.05015,0.00573,-0.00746,
1681324375494744832,-0.06706,-0.02293,-0.00985,0.99874,0.01098,-0.03509,-0.03425,-0.04983,0.01254,-0.00799,
1681324375576221696,-0.07427,-0.02254,-0.01023,0.99860,0.01072,-0.03709,-0.03628,-0.05174,0.01286,-0.00752,
1681324375698435840,-0.08081,-0.01901,-0.01061,0.99813,0.01026,-0.03970,-0.04545,-0.04951,0.07088,-0.00507,
1681324375779911680,-0.08407,-0.01435,-0.01079,0.99761,0.00905,-0.04114,-0.05486,-0.04660,0.05920,-0.00585,
1681324375861388032,-0.08940,-0.00940,-0.01128,0.99697,0.00774,-0.04244,-0.06469,-0.00296,0.06680,0.00122,
1681324375983601920,-0.08179,-0.00371,-0.00981,0.99662,0.00673,-0.03884,-0.07211,0.09612,0.00432,0.01596,
1681324376105816576,-0.06218,-0.00104,-0.00746,0.99785,0.00462,-0.03129,-0.05739,0.13184,0.04016,0.01677,
1681324376187292928,-0.05038,0.00272,-0.00592,0.99867,0.00167,-0.02605,-0.04450,0.14389,0.04475,0.01535,
1681324376309506816,-0.03195,0.00818,-0.00447,0.99950,-0.00330,-0.01771,-0.02581,0.13484,0.03588,0.01182,
1681324376390982912,-0.02156,0.00985,-0.00400,0.99966,-0.00476,-0.01310,-0.02197,0.10216,0.02398,0.00554,
1681324376472458752,-0.01322,0.01032,-0.00390,0.99967,-0.00512,-0.00930,-0.02318,0.10473,-0.00395,0.00374,
1681324376594672896,0.00225,0.00886,-0.00310,0.99994,-0.00563,-0.00193,-0.00902,0.14215,-0.01797,0.00652,
1681324376676148992,0.01409,0.00744,-0.00280,0.99995,-0.00634,0.00340,0.00669,0.13534,-0.00430,0.00446,
1681324376757625856,0.02443,0.00637,-0.00227,0.99976,-0.00727,0.00827,0.01910,0.11290,0.00799,0.00203,
1681324376879839744,0.03731,0.00560,-0.00198,0.99952,-0.00797,0.01429,0.02639,0.09989,-0.01795,0.00093,
1681324377002053632,0.04878,0.00030,-0.00164,0.99936,-0.00596,0.01949,0.02927,0.08820,-0.06689,-0.00001,
1681324377083529728,0.05628,-0.00590,-0.00129,0.99916,-0.00338,0.02265,0.03390,0.07986,-0.08279,-0.00029,
1681324377205743872,0.06702,-0.01430,-0.00111,0.99898,0.00020,0.02785,0.03551,0.08736,-0.05556,0.00149,
1681324377287219712,0.07228,-0.01659,0.00004,0.99909,0.00175,0.03033,0.02981,0.05968,-0.03825,0.00405,
1681324377368695808,0.07665,-0.02024,0.00087,0.99899,0.00327,0.03209,0.03127,0.03312,-0.05944,0.00467,
1681324377490910720,0.07626,-0.02806,0.00228,0.99891,0.00705,0.03189,0.03347,-0.01996,-0.08501,0.00475,
1681324377572386816,0.07335,-0.03430,0.00258,0.99885,0.01025,0.03031,0.03572,-0.03434,-0.09374,0.00427,
1681324377653862656,0.06899,-0.04051,0.00274,0.99874,0.01327,0.02830,0.03938,-0.03697,-0.08524,0.00399,
1681324377776076800,0.06373,-0.04928,0.00264,0.99840,0.01735,0.02564,0.04741,-0.04643,-0.07017,0.00356,
1681324377898290944,0.05624,-0.05420,0.00334,0.99869,0.02022,0.02193,0.04153,-0.07810,-0.03188,0.00433,
1681324377979766784,0.04976,-0.05490,0.00337,0.99900,0.02093,0.01875,0.03484,-0.07313,-0.01924,0.00376,
1681324378101981952,0.04239,-0.05700,0.00307,0.99909,0.02212,0.01532,0.03323,-0.04889,-0.02263,0.00225,
1681324378183457792,0.03837,-0.05732,0.00276,0.99916,0.02260,0.01335,0.03143,-0.04685,-0.01314,0.00149,
1681324378264933888,0.03441,-0.05846,0.00261,0.99918,0.02309,0.01140,0.03115,-0.05024,-0.00439,0.00071,
1681324378387147776,0.02865,-0.05695,0.00186,0.99931,0.02254,0.00880,0.02816,-0.05097,0.01584,-0.00011,
1681324378468623872,0.02507,-0.05560,0.00041,0.99940,0.02214,0.00679,0.02560,-0.04618,-0.00631,-0.00332,
1681324378550100736,0.02220,-0.05664,0.00016,0.99937,0.02265,0.00516,0.02691,-0.03457,-0.01723,-0.00384,
1681324378672314624,0.02171,-0.05839,-0.00037,0.99931,0.02353,0.00454,0.02827,0.01625,-0.01189,-0.00105,
1681324378794528768,0.02493,-0.05800,-0.00016,0.99935,0.02362,0.00603,0.02658,0.00880,0.01196,0.00018,
1681324378876004864,0.02555,-0.05723,0.00016,0.99940,0.02338,0.00605,0.02483,-0.00511,-0.00598,-0.00180,
1681324378998220032,0.02465,-0.05855,-0.00009,0.99932,0.02397,0.00522,0.02752,-0.01901,-0.00881,-0.00299,
1681324379079695616,0.02354,-0.05897,-0.00039,0.99934,0.02413,0.00442,0.02667,-0.01119,0.00248,-0.00074,
1681324379161171968,0.02386,-0.05831,-0.00020,0.99935,0.02387,0.00441,0.02655,0.00711,0.00866,0.00100,
1681324379283385856,0.02667,-0.05713,0.00043,0.99938,0.02364,0.00534,0.02547,0.02164,0.00236,0.00249,
1681324379364861952,0.02927,-0.05719,0.00087,0.99938,0.02375,0.00622,0.02507,0.02451,-0.00767,0.00225,
