1681499222376307456,0.12094,-0.16455,0.02404,0.99549,0.07036,0.03898,0.05032,
1681499222457784064,0.11175,-0.17335,0.02357,0.99576,0.07522,0.03519,0.03948,
1681499222661473792,0.11113,-0.20875,0.02273,0.99444,0.09243,0.03491,0.03652,
1681499222783687680,0.11681,-0.21757,0.02330,0.99435,0.09738,0.03999,0.01384,
1681499222865163776,0.11803,-0.21035,0.02300,0.99435,0.09651,0.04330,-0.00910,
1681499222987376640,0.11199,-0.19377,0.02584,0.99483,0.08958,0.04174,-0.02353,
1681499223068852992,0.10330,-0.18087,0.02602,0.99573,0.08387,0.03694,-0.01129,
1681499223150328832,0.09276,-0.17065,0.02598,0.99639,0.07915,0.03038,0.00421,
1681499223272542720,0.07696,-0.15469,0.02573,0.99712,0.07092,0.02145,0.01627,
1681499224331728896,0.05223,-0.15925,0.05915,0.99419,0.10177,0.03109,0.01626,
1681499224453942784,0.05642,-0.15712,0.09970,0.99232,0.11220,0.04747,0.02155,
1681499224576156672,0.06159,-0.13599,0.15558,0.99259,0.10821,0.05426,0.01016,
1681499224657632512,0.06273,-0.11547,0.20114,0.99364,0.09874,0.05314,0.01008,
1681499224779846912,0.06005,-0.07635,0.27848,0.99590,0.07754,0.04098,0.02208,
1681499224861321728,0.05539,-0.04448,0.33255,0.99738,0.06042,0.03540,0.01817,
1681499224942797824,0.05411,-0.01352,0.38696,0.99811,0.04799,0.03185,0.02153,
1681499225065011712,0.06182,0.02633,0.46600,0.99768,0.04056,0.03782,0.03945,
1681499225146487552,0.07305,0.05061,0.51173,0.99727,0.04157,0.04207,0.04424,
1681499225227963648,0.08270,0.07170,0.55084,0.99689,0.04407,0.03916,0.05221,
1681499225350177792,0.09981,0.09835,0.61393,0.99466,0.05377,0.04545,0.07551,
1681499225553867520,0.14626,0.13815,0.70658,0.99269,0.06016,0.07282,0.07517,
1681499225676080896,0.18755,0.15180,0.72583,0.99046,0.05379,0.09694,0.08187,
1681499225757556736,0.21080,0.15742,0.72605,0.98914,0.04362,0.11474,0.08088,
1681499225839032576,0.22836,0.16352,0.72666,0.98784,0.03220,0.12971,0.07942,
1681499225961246720,0.24159,0.16825,0.72984,0.98586,0.01521,0.13882,0.09264,
1681499226042722816,0.24408,0.16740,0.73603,0.98365,0.01222,0.13862,0.11435,
1681499226124198656,0.24231,0.16566,0.74345,0.98076,0.01466,0.13277,0.14233,
1681499226246412544,0.22868,0.16385,0.74564,0.97937,0.01560,0.11618,0.16462,
1681499226368626944,0.20300,0.17229,0.74974,0.98202,0.01221,0.09861,0.16051,
1681499226450101760,0.18709,0.18127,0.75675,0.98249,0.01382,0.08834,0.16345,
1681499226572315648,0.16355,0.18813,0.76816,0.98016,0.01572,0.07446,0.18303,
1681499226653792000,0.14375,0.19398,0.76896,0.98103,0.01774,0.06000,0.18350,
1681499226735267840,0.12268,0.19879,0.75939,0.98291,0.01865,0.04927,0.17636,
1681499227020433664,0.10122,0.19815,0.70252,0.98374,0.02097,0.05478,0.16977,
1681499227142646784,0.10710,0.19423,0.66985,0.98400,0.03139,0.06259,0.16383,
1681499227264860672,0.11877,0.18469,0.62428,0.97820,0.04276,0.07626,0.18835,
1681499227346336768,0.12187,0.17889,0.59898,0.97430,0.04250,0.09110,0.20159,
1681499227468550656,0.09961,0.17976,0.56658,0.98176,0.04961,0.08283,0.16380,
1681499227550026752,0.07484,0.18548,0.54436,0.98657,0.05436,0.07524,0.13439,
1681499227631502848,0.05926,0.19392,0.52225,0.98829,0.05360,0.07041,0.12435,
1681499227753716736,0.04610,0.21076,0.49405,0.99105,0.02478,0.06124,0.11602,
1681499227835191552,0.03652,0.22640,0.47210,0.99417,-0.00249,0.04822,0.09642,
1681499227916667648,0.02660,0.24323,0.44645,0.99662,-0.02148,0.03288,0.07216,
1681499228161095680,0.02401,0.25269,0.36642,0.99335,-0.02040,0.03710,0.10703,
1681499228242571520,0.02986,0.24730,0.32498,0.98932,-0.01167,0.04655,0.13765,
1681499228364784640,0.02726,0.24357,0.25326,0.98874,0.00115,0.04920,0.14130,
1681499228446260736,0.02424,0.24134,0.20426,0.98908,0.01430,0.03748,0.14185,
1681499228527736576,0.02286,0.23704,0.15910,0.98798,0.02395,0.01709,0.15177,
1681499228649950720,0.01783,0.23287,0.09794,0.98622,0.01786,-0.01112,0.16412,
1681499228731427072,0.01066,0.23578,0.06530,0.98702,0.00165,-0.01797,0.15958,
1681499228812902656,0.00507,0.24072,0.03877,0.98901,-0.01394,-0.01411,0.14650,
1681499228935115776,0.00623,0.24534,0.03445,0.99023,-0.02036,-0.01830,0.13674,
1681499229057329664,0.01854,0.24787,0.03337,0.99098,-0.02059,-0.01163,0.13192,
1681499229261019392,0.05245,0.24576,0.03241,0.99088,-0.01769,0.00601,0.13348,
1681499229423971584,0.06687,0.24108,0.03341,0.99201,-0.01480,0.01364,0.12456,
1681499229627660800,0.07192,0.23354,0.03484,0.99005,-0.01194,0.01651,0.13927,
1681499229709136384,0.08048,0.22890,0.03735,0.98796,-0.01026,0.02013,0.15306,
1681499229831350528,0.09113,0.22273,0.03821,0.98591,-0.00717,0.02532,0.16520,
1681499229953564928,0.10364,0.21535,0.03852,0.98330,-0.00395,0.03081,0.17934,
1681499230035040768,0.11028,0.21322,0.04017,0.98162,-0.00282,0.03410,0.18773,
1681499230238729728,0.11947,0.21355,0.04103,0.98271,-0.00287,0.03946,0.18090,
1681499230442419456,0.13102,0.21874,0.04176,0.98510,-0.00534,0.04620,0.16558,
1681499231053488384,0.15246,0.19337,0.04674,0.98665,0.00346,0.05036,0.15482,
1681499231134964736,0.14957,0.18968,0.04770,0.98900,0.00481,0.04804,0.13979,
1681499231216440576,0.14880,0.18439,0.04841,0.98990,0.00665,0.04664,0.13371,
1681499231623819776,0.13822,0.15766,0.05102,0.98966,0.01570,0.03762,0.13754,
1681499235412446720,0.14137,0.16503,0.04734,0.98947,0.00397,0.03784,0.13963,
1681499237897462528,0.14804,0.16217,0.05018,0.99053,0.00482,0.03861,0.13168,
1681499238019676416,0.14615,0.16845,0.04918,0.99154,0.00467,0.03893,0.12377,
1681499238223366656,0.15089,0.16559,0.04909,0.99221,0.00670,0.04188,0.11709,
1681499238304842752,0.14717,0.16507,0.04908,0.99340,0.00836,0.04140,0.10662,
1681499238386318336,0.13964,0.16054,0.05005,0.99457,0.01084,0.03906,0.09584,
1681499238508532480,0.13267,0.15475,0.06517,0.99355,-0.00474,0.06096,0.09547,
1681499238590008576,0.12911,0.15598,0.08215,0.99418,-0.02076,0.07673,0.07271,
1681499238671484672,0.12249,0.15827,0.09902,0.99523,-0.02778,0.08737,0.03335,
1681499238793698816,0.11800,0.14834,0.12695,0.99526,-0.00909,0.08704,0.04247,
1681499238915911424,0.11172,0.13804,0.17825,0.99400,0.01612,0.07352,0.07933,
1681499238997387520,0.09752,0.14108,0.22713,0.99523,0.02351,0.05646,0.07606,
1681499239119601664,0.07651,0.15395,0.31581,0.99657,0.02831,0.03415,0.06988,
1681499239201077760,0.06705,0.16710,0.37468,0.99646,0.02743,0.02446,0.07557,
1681499239282553856,0.06623,0.18244,0.43402,0.99586,0.02460,0.02414,0.08417,
1681499239486243840,0.11322,0.22738,0.58005,0.99476,0.03590,0.05859,0.07567,
1681499239567719680,0.15020,0.24250,0.63050,0.99322,0.04167,0.08153,0.07161,
1681499239689933568,0.21637,0.26234,0.68071,0.99185,0.04141,0.10249,0.06332,
1681499239812147968,0.28836,0.28100,0.70381,0.99201,0.03856,0.10839,0.05180,
1681499239893623552,0.34091,0.29130,0.71249,0.99181,0.03617,0.10774,0.05829,
1681499240015837696,0.42133,0.31221,0.72839,0.99173,0.03492,0.10714,0.06144,
1681499240097313792,0.47672,0.32863,0.73944,0.99223,0.03720,0.10280,0.05942,
1681499240301004032,0.60702,0.37728,0.73595,0.99479,0.03122,0.09063,0.03461,
1681499240382479616,0.66193,0.39622,0.73307,0.99559,0.03519,0.08454,0.02051,
1681499240463955968,0.72314,0.41054,0.73858,0.99491,0.04022,0.08483,0.03670,
1681499240586169856,0.81826,0.42613,0.75225,0.99338,0.04910,0.08369,0.06143,
1681499240708384000,0.90443,0.44330,0.74909,0.99481,0.05094,0.07819,0.04065,
1681499240789859328,0.95922,0.45062,0.73626,0.99580,0.04815,0.07065,0.03285,
1681499240912072960,1.04049,0.45781,0.72702,0.99593,0.04853,0.05933,0.04737,
