1681499220583839488,0.21225,-0.00680,0.00152,0.52209,-0.49906,0.50277,-0.47496
1681499220665314560,0.24628,-0.02784,0.00314,0.51486,-0.50048,0.50907,-0.47464
1681499220746790400,0.24589,-0.03458,0.00287,0.51237,-0.49709,0.51227,-0.47746
1681499220869004800,0.24604,-0.04082,0.00334,0.51110,-0.49495,0.51393,-0.47925
1681499220991218688,0.25431,-0.03339,0.00354,0.51320,-0.50432,0.50989,-0.47149
1681499221072694784,0.26536,-0.02848,0.00445,0.51258,-0.51760,0.50500,-0.46295
1681499221194907904,0.27729,-0.02198,0.00311,0.50668,-0.52556,0.50316,-0.46248
1681499221276383744,0.28521,-0.02060,0.00256,-0.49948,0.52394,-0.50750,0.46738
1681499221357859840,0.29405,-0.01936,0.00222,-0.49670,0.52580,-0.50881,0.46685
1681499221480073728,0.30617,-0.02264,0.00188,-0.49897,0.53050,-0.50790,0.46004
1681499221561549568,0.31751,-0.02699,-0.00026,-0.49541,0.52936,-0.51336,0.45913
1681499221643024640,0.33069,-0.02896,-0.00295,-0.49253,0.53033,-0.51760,0.45634
1681499221765238272,0.34111,-0.02984,-0.00492,-0.49238,0.53281,-0.51824,0.45288
1681499221887452672,0.33396,-0.02922,-0.00334,-0.49492,0.52998,-0.51759,0.45417
1681499221968928768,0.32864,-0.03354,-0.00302,0.50072,-0.52850,0.51635,-0.45093
1681499222091142912,0.32819,-0.05255,-0.00207,0.51203,-0.52697,0.51620,-0.44008
1681499222172618752,0.32785,-0.06994,-0.00166,0.51899,-0.52416,0.51845,-0.43257
1681499222254094592,0.31756,-0.08028,-0.00290,0.52411,-0.51934,0.52216,-0.42773
1681499222376307456,0.31233,-0.10469,-0.00053,0.52193,-0.50512,0.53290,-0.43413
1681499222457784064,0.30316,-0.11417,0.00115,0.52062,-0.49545,0.53915,-0.43909
1681499222539259904,0.29909,-0.12637,0.00159,0.52578,-0.49181,0.54076,-0.43504
1681499222661473792,0.30153,-0.14843,0.00174,0.52720,-0.48459,0.54865,-0.43153
1681499222783687680,0.30956,-0.16705,0.00068,0.51522,-0.47334,0.56499,-0.43736
1681499222865163776,0.31309,-0.17263,-0.00028,0.50132,-0.46382,0.57758,-0.44715
1681499222987376640,0.30813,-0.16058,0.00161,0.49147,-0.45930,0.58062,-0.45867
1681499223068852992,0.29920,-0.14214,0.00414,0.49780,-0.46623,0.56975,-0.45849
1681499223150328832,0.28625,-0.12494,0.00598,0.50717,-0.47321,0.55684,-0.45693
1681499223272542720,0.26955,-0.10447,0.00932,0.51426,-0.47901,0.54264,-0.46004
1681499223354018816,0.26451,-0.09650,0.00765,0.51510,-0.48038,0.53865,-0.46234
1681499223435494656,0.26336,-0.09471,0.00583,0.51401,-0.47917,0.53914,-0.46424
1681499223557708032,0.26562,-0.10023,0.00533,0.51590,-0.47873,0.54023,-0.46132
1681499223679921664,0.27030,-0.10791,0.00423,0.51623,-0.47827,0.54320,-0.45793
1681499223761397760,0.27142,-0.11187,0.00404,0.51573,-0.47716,0.54536,-0.45708
1681499223883611904,0.26817,-0.11390,0.00380,0.51698,-0.47616,0.54516,-0.45695
1681499223965088000,0.26423,-0.11173,0.00441,0.51814,-0.47594,0.54342,-0.45792
1681499224046563584,0.26017,-0.10869,0.00482,0.51816,-0.47548,0.54205,-0.46002
1681499224168776704,0.25416,-0.10586,0.00683,0.51838,-0.47341,0.54325,-0.46049
1681499224250252800,0.25038,-0.10538,0.01810,0.52059,-0.47056,0.55222,-0.45013
1681499224331728896,0.24649,-0.10668,0.03872,0.52313,-0.46770,0.56167,-0.43832
1681499224453942784,0.24399,-0.10092,0.07384,0.52208,-0.47291,0.57118,-0.42136
1681499224576156672,0.25181,-0.08753,0.12527,0.51099,-0.47262,0.57825,-0.42560
1681499224657632512,0.25565,-0.06836,0.17105,0.50722,-0.47709,0.57347,-0.43156
1681499224779846912,0.25271,-0.02608,0.25129,0.51011,-0.48819,0.55190,-0.44370
1681499224861321728,0.24796,0.00388,0.30521,0.50312,-0.49232,0.54308,-0.45778
1681499224942797824,0.24678,0.03473,0.35954,0.50084,-0.49856,0.53367,-0.46453
1681499225065011712,0.25235,0.08039,0.43616,0.50318,-0.51410,0.52361,-0.45645
1681499225146487552,0.26043,0.10772,0.48011,0.50383,-0.51802,0.52352,-0.45137
1681499225227963648,0.27200,0.13155,0.51964,0.51038,-0.51916,0.51934,-0.44752
1681499225350177792,0.28628,0.16592,0.58201,0.52293,-0.52838,0.51472,-0.42710
1681499225472391680,0.30942,0.19373,0.63993,0.51682,-0.53190,0.52469,-0.41795
1681499225553867520,0.33094,0.20906,0.66506,0.51113,-0.53833,0.53033,-0.40951
1681499225676080896,0.36654,0.22589,0.67498,-0.49821,0.55605,-0.53420,0.39651
1681499225757556736,0.39157,0.23204,0.67140,-0.48295,0.56909,-0.53740,0.39255
1681499225839032576,0.40755,0.23409,0.66210,-0.46842,0.58090,-0.53885,0.39086
1681499225961246720,0.41781,0.24002,0.66021,-0.46132,0.59946,-0.52702,0.38742
1681499226042722816,0.41709,0.24562,0.66639,-0.47003,0.61069,-0.51355,0.37736
1681499226124198656,0.41141,0.25092,0.67463,-0.48726,0.61917,-0.49676,0.36391
1681499226246412544,0.39462,0.25655,0.68259,0.50690,-0.62073,0.47755,-0.36013
1681499226368626944,0.37252,0.26012,0.69275,0.51324,-0.61252,0.47083,-0.37380
1681499226450101760,0.35600,0.26935,0.70361,0.52104,-0.60807,0.46560,-0.37681
1681499226572315648,0.33103,0.28303,0.72021,0.53797,-0.60869,0.44905,-0.37207
1681499226653792000,0.31445,0.28992,0.72560,0.54684,-0.60101,0.44338,-0.37839
1681499226735267840,0.29722,0.29288,0.71949,0.54985,-0.59243,0.44318,-0.38766
1681499226857481728,0.27838,0.29363,0.69808,0.55093,-0.58716,0.44332,-0.39393
1681499226938957568,0.27115,0.29578,0.68107,0.55038,-0.58879,0.44417,-0.39130
1681499227020433664,0.27518,0.29362,0.66017,0.54495,-0.59157,0.45035,-0.38764
1681499227142646784,0.28390,0.28959,0.62328,0.54321,-0.58771,0.46251,-0.38158
1681499227264860672,0.28855,0.29054,0.57541,0.55184,-0.59880,0.45969,-0.35440
1681499227346336768,0.28795,0.28771,0.54632,0.54930,-0.61125,0.45806,-0.33887
1681499227468550656,0.27601,0.27552,0.51717,0.54108,-0.58817,0.48024,-0.36146
1681499227550026752,0.25824,0.26970,0.49786,0.53444,-0.56948,0.49608,-0.37943
1681499227631502848,0.24324,0.27396,0.47746,0.53220,-0.56312,0.49911,-0.38801
1681499227753716736,0.23137,0.28531,0.44856,0.51963,-0.56937,0.48535,-0.41260
1681499227835191552,0.22498,0.29286,0.42815,0.50407,-0.56746,0.47628,-0.44392
1681499227916667648,0.21952,0.29898,0.40626,-0.49101,0.55774,-0.47242,0.47398
1681499228038881536,0.21329,0.30914,0.37105,-0.48733,0.55401,-0.46865,0.48575
1681499228161095680,0.21127,0.32181,0.32270,0.50582,-0.57538,0.45602,-0.45291
1681499228242571520,0.21105,0.32642,0.28048,0.51927,-0.58950,0.44789,-0.42689
1681499228364784640,0.20941,0.32287,0.20865,0.52591,-0.58623,0.45371,-0.41702
1681499228446260736,0.20786,0.32131,0.16469,0.53878,-0.57426,0.45475,-0.41610
1681499228527736576,0.20543,0.32085,0.12848,0.55845,-0.56355,0.44451,-0.41588
